trade_count,wins,losses,win_rate,avg_winner_r,avg_loser_r,expectancy_r,median_r,profit_factor,total_r,avg_mfe_r,avg_mae_r,max_drawdown_r,ambiguous_count,group,sample_size
9538,2576,6962,0.2700775843992451,1.9995006857250543,-0.9998791290953283,-0.1898138740127842,-0.9999999999999123,0.7399219208733498,-1810.444730333936,0.9956339895682238,1.0978787386226085,1815.158495526132,20,BUY,9538
9151,2412,6739,0.26357775106545733,1.9984341102674816,-0.9998966026367682,-0.2096033363789766,-0.9999999999999272,0.7153467167027167,-1918.0801312040148,0.9842196032515116,1.072019302272571,1927.0801316775774,19,SELL,9151
