trade_count,wins,losses,win_rate,avg_winner_r,avg_loser_r,expectancy_r,median_r,profit_factor,total_r,avg_mfe_r,avg_mae_r,max_drawdown_r,ambiguous_count,group
18689,4988,13701,0.2668949649526459,1.9989849319151776,-0.9998877236647585,-0.1995037113563032,-0.9999999999999213,0.7278342067256235,-3728.5248615379505,0.9900449773586762,1.0852167608795944,3731.2386270490033,39,ALL
