symbol,side,exit_reason,post_reached_original_tp,post_minutes_to_original_tp,post_max_favorable_pips_after,post_moved_original_direction,post_plus_0_5r,post_plus_1r,post_plus_2r,post_5m_pips,post_15m_pips,post_30m_pips,post_60m_pips
GBP_USD,BUY,sl,True,14605.0,346.5,True,True,True,True,-3.9,-4.9,-8.5,-7.5
GBP_USD,BUY,sl,True,14570.0,348.9,True,True,True,True,-8.7,-10.0,-3.1,-3.3
GBP_USD,BUY,sl,True,14475.0,355.6,True,True,True,True,-7.5,-16.6,-27.8,-29.4
GBP_USD,BUY,sl,True,5430.0,361.6,True,True,True,True,-13.2,-21.8,-21.6,-16.9
GBP_USD,BUY,sl,True,4615.0,373.3,True,True,True,True,-11.1,-9.9,-11.7,-6.5
GBP_USD,BUY,sl,True,1830.0,362.5,True,True,True,True,-6.9,-7.7,-6.3,-18.8
GBP_USD,BUY,sl,True,665.0,367.9,True,True,True,True,-6.9,-8.1,-14.9,-10.1
GBP_USD,SELL,sl,True,140.0,347.0,True,True,True,True,-4.8,-3.8,-1.4,-5.9
GBP_USD,SELL,sl,True,1820.0,343.3,True,True,True,True,-2.5,4.6,-4.1,-8.1
GBP_USD,SELL,sl,True,1785.0,344.3,True,True,True,True,-20.3,-4.9,-6.9,-20.1
GBP_USD,BUY,sl,True,10540.0,363.7,True,True,True,True,-16.9,-15.7,-7.4,-2.1
GBP_USD,BUY,sl,True,1075.0,379.1,True,True,True,True,-16.3,-14.4,-8.1,-5.0
GBP_USD,SELL,sl,True,2610.0,332.9,True,True,True,True,-13.6,-13.5,-8.9,-20.5
GBP_USD,SELL,sl,True,1500.0,345.0,True,True,True,True,-3.5,-11.8,-13.8,-11.8
GBP_USD,SELL,sl,True,1480.0,347.0,True,True,True,True,-17.8,-16.5,-10.6,-0.2
GBP_USD,BUY,sl,True,10205.0,363.5,True,True,True,True,-8.7,-12.7,-19.1,-9.3
GBP_USD,BUY,sl,True,9145.0,343.5,True,True,True,True,-4.5,-6.1,-11.9,-24.7
GBP_USD,BUY,sl,True,9095.0,346.5,True,True,True,True,-8.9,-17.0,-19.1,-19.5
GBP_USD,BUY,sl,True,8920.0,362.9,True,True,True,True,-1.3,-6.3,0.4,-11.9
GBP_USD,BUY,sl,True,8880.0,362.7,True,True,True,True,-9.3,-11.1,-10.7,-16.3
GBP_USD,SELL,sl,True,1020.0,314.5,True,True,True,True,-19.0,-10.2,-22.1,-25.9
GBP_USD,SELL,sl,True,350.0,286.8,True,True,True,True,-8.9,-10.3,-14.6,-7.6
GBP_USD,SELL,sl,True,235.0,295.6,True,True,True,True,-10.8,-14.0,-20.2,-17.2
GBP_USD,SELL,sl,True,180.0,307.9,True,True,True,True,0.7,-10.8,-11.5,-19.0
GBP_USD,SELL,sl,True,165.0,305.7,True,True,True,True,-10.7,-13.7,-18.3,-27.9
GBP_USD,SELL,sl,True,135.0,314.9,True,True,True,True,-7.9,-8.2,-11.7,-2.4
GBP_USD,BUY,sl,True,2190.0,401.3,True,True,True,True,-11.2,-19.1,-17.2,-23.3
GBP_USD,BUY,sl,True,410.0,411.0,True,True,True,True,-8.6,-12.6,-17.6,-43.6
GBP_USD,BUY,sl,True,325.0,422.1,True,True,True,True,-13.9,-32.5,-36.3,-6.3
GBP_USD,SELL,sl,True,21485.0,266.5,True,True,True,True,-15.5,-17.7,-46.1,-43.1
GBP_USD,SELL,sl,True,12925.0,280.5,True,True,True,True,-29.9,-34.1,-36.1,-21.7
GBP_USD,SELL,sl,True,6205.0,308.9,True,True,True,True,-19.7,-22.9,-26.9,-28.9
GBP_USD,BUY,sl,True,755.0,380.7,True,True,True,True,-1.5,-4.6,-2.5,-5.7
GBP_USD,BUY,sl,True,690.0,382.8,True,True,True,True,-6.5,-6.9,-8.4,-7.2
GBP_USD,BUY,sl,True,665.0,387.8,True,True,True,True,-2.3,-3.4,-4.1,-4.1
GBP_USD,BUY,sl,True,595.0,389.0,True,True,True,True,-7.9,-15.2,-14.8,-14.2
GBP_USD,SELL,sl,True,95.0,322.8,True,True,True,True,-3.8,-4.8,-4.8,2.5
GBP_USD,SELL,sl,True,145.0,320.0,True,True,True,True,1.4,6.8,4.2,7.2
GBP_USD,SELL,sl,True,180.0,317.1,True,True,True,True,3.9,1.7,4.7,-1.7
GBP_USD,SELL,sl,True,140.0,311.7,True,True,True,True,-7.1,-7.5,-5.7,-2.9
GBP_USD,SELL,sl,True,3800.0,296.5,True,True,True,True,-11.5,-10.9,-2.0,-6.8
GBP_USD,SELL,sl,True,3725.0,304.0,True,True,True,True,-12.8,-6.3,-11.4,-11.6
GBP_USD,SELL,sl,True,3615.0,309.9,True,True,True,True,-14.5,-9.3,-12.4,-23.3
GBP_USD,BUY,sl,True,4270.0,383.7,True,True,True,True,-8.5,-14.5,-12.8,-23.0
GBP_USD,BUY,sl,True,4205.0,393.9,True,True,True,True,-13.3,-16.7,-18.9,-25.1
GBP_USD,BUY,sl,True,4105.0,409.1,True,True,True,True,-8.3,-9.9,-11.5,-9.5
GBP_USD,SELL,sl,True,80.0,312.8,True,True,True,True,-6.0,-1.4,-3.8,-1.9
GBP_USD,SELL,sl,True,6395.0,273.4,True,True,True,True,-8.7,-14.2,-11.6,-14.4
GBP_USD,SELL,sl,True,6005.0,282.5,True,True,True,True,-7.9,-6.3,0.3,-13.3
GBP_USD,SELL,sl,True,4755.0,288.9,True,True,True,True,-5.7,-5.7,-3.0,0.3
GBP_USD,SELL,sl,True,5845.0,283.9,True,True,True,True,-10.5,-6.0,-2.6,-6.8
GBP_USD,SELL,sl,True,5690.0,292.9,True,True,True,True,-7.9,-15.5,-18.8,-30.1
GBP_USD,BUY,sl,True,135.0,407.3,True,True,True,True,-19.1,-23.1,-31.3,-7.5
GBP_USD,BUY,sl,True,85.0,424.9,True,True,True,True,-13.5,-19.3,-3.1,13.9
GBP_USD,SELL,sl,True,4260.0,313.5,True,True,True,True,-16.1,-26.2,-29.9,-41.2
GBP_USD,BUY,sl,True,270.0,325.5,True,True,True,True,-7.5,-8.5,-9.5,-10.9
GBP_USD,SELL,sl,True,615.0,389.5,True,True,True,True,-9.5,-2.9,-8.0,-16.5
GBP_USD,SELL,sl,True,565.0,397.5,True,True,True,True,-6.1,-6.7,-6.1,-6.0
GBP_USD,SELL,sl,True,480.0,402.1,True,True,True,True,-1.5,-3.3,-2.7,-10.0
GBP_USD,BUY,sl,True,25175.0,309.3,True,True,True,True,-4.9,-3.3,-5.8,-11.8
GBP_USD,BUY,sl,True,80.0,313.6,True,True,True,True,-6.8,-6.9,-5.2,-1.6
GBP_USD,BUY,sl,True,25040.0,302.9,True,True,True,True,-13.7,-14.3,-13.3,-6.3
GBP_USD,BUY,sl,True,24975.0,315.1,True,True,True,True,-0.8,5.9,-1.3,-0.9
GBP_USD,BUY,sl,True,24915.0,314.4,True,True,True,True,-6.4,-8.6,-13.8,-21.5
GBP_USD,SELL,sl,True,75.0,381.0,True,True,True,True,-7.8,3.9,0.2,2.8
GBP_USD,SELL,sl,True,770.0,359.6,True,True,True,True,-14.0,-16.9,-16.2,-7.8
GBP_USD,BUY,sl,True,23375.0,353.1,True,True,True,True,-7.7,-9.3,-8.3,-10.5
GBP_USD,BUY,sl,True,23320.0,359.3,True,True,True,True,-5.3,-4.5,-3.6,-2.9
GBP_USD,BUY,sl,True,23305.0,358.7,True,True,True,True,-4.9,-4.2,-5.4,-4.6
GBP_USD,BUY,sl,True,23185.0,355.1,True,True,True,True,-10.3,-15.5,-21.1,-27.3
GBP_USD,BUY,sl,True,23160.0,363.9,True,True,True,True,-9.4,-12.3,-19.1,-17.9
GBP_USD,BUY,sl,True,23030.0,371.8,True,True,True,True,-5.6,-9.4,-12.2,-6.4
GBP_USD,SELL,sl,True,310.0,350.9,True,True,True,True,-7.7,-6.5,-10.9,-4.7
GBP_USD,SELL,sl,True,645.0,337.7,True,True,True,True,-13.8,-7.9,-7.1,4.7
GBP_USD,SELL,sl,True,350.0,311.9,True,True,True,True,0.6,-0.5,-6.1,-7.7
GBP_USD,SELL,sl,True,330.0,309.8,True,True,True,True,-4.9,-5.6,-9.7,-13.4
GBP_USD,SELL,sl,True,285.0,316.5,True,True,True,True,-5.5,-6.6,-6.2,-5.0
GBP_USD,SELL,sl,True,225.0,320.5,True,True,True,True,-1.9,-3.1,-0.3,1.1
GBP_USD,SELL,sl,True,170.0,299.7,True,True,True,True,-9.1,-7.1,-5.5,-4.5
GBP_USD,SELL,sl,True,1510.0,274.5,True,True,True,True,-10.3,-4.9,-8.5,-20.7
GBP_USD,SELL,sl,True,1195.0,283.3,True,True,True,True,-7.5,-2.7,-5.1,-22.3
GBP_USD,SELL,sl,True,1105.0,289.3,True,True,True,True,-12.9,-14.7,-10.6,-6.7
GBP_USD,SELL,sl,True,125.0,277.7,True,True,True,True,-8.5,-10.1,-8.3,1.8
GBP_USD,SELL,sl,True,15.0,277.3,True,True,True,True,-6.1,-22.3,-18.3,-5.3
GBP_USD,SELL,ambiguous_sl_tp,True,90.0,281.9,True,True,True,True,-11.7,-13.7,-14.5,7.3
GBP_USD,BUY,sl,True,4025.0,434.7,True,True,True,True,-12.5,-20.7,-23.3,-37.3
GBP_USD,BUY,sl,True,3905.0,453.9,True,True,True,True,-18.1,-11.9,-4.0,-2.9
GBP_USD,SELL,sl,True,8560.0,262.5,True,True,True,True,-10.5,-13.3,-3.5,-2.2
GBP_USD,SELL,sl,True,5100.0,271.5,True,True,True,True,-20.1,-22.2,-22.4,-19.1
GBP_USD,BUY,sl,True,335.0,436.3,True,True,True,True,-5.3,-2.5,-10.9,-8.1
GBP_USD,BUY,sl,True,240.0,440.1,True,True,True,True,-8.1,-7.3,-11.7,-5.7
GBP_USD,BUY,sl,True,25.0,425.7,True,True,True,True,-4.5,9.5,6.1,13.6
GBP_USD,BUY,sl,True,1555.0,399.5,True,True,True,True,-6.7,-14.9,-1.9,-0.7
GBP_USD,BUY,sl,True,110.0,404.7,True,True,True,True,-3.3,3.4,1.6,0.3
GBP_USD,BUY,sl,True,14650.0,390.4,True,True,True,True,-14.5,-8.8,-9.7,-8.0
GBP_USD,BUY,sl,True,1210.0,403.4,True,True,True,True,-6.0,-8.0,-5.0,-5.2
GBP_USD,SELL,sl,True,195.0,335.2,True,True,True,True,-7.1,-5.7,-6.4,2.4
GBP_USD,BUY,sl,True,13445.0,386.0,True,True,True,True,-8.2,-11.0,-12.4,-15.3
GBP_USD,BUY,sl,True,150.0,392.7,True,True,True,True,-8.0,-8.6,-4.7,-4.5
GBP_USD,BUY,sl,True,55.0,397.6,True,True,True,True,-8.9,-9.6,-13.6,-1.8
GBP_USD,SELL,sl,True,145.0,318.1,True,True,True,True,-2.6,-0.5,2.5,-13.6
GBP_USD,SELL,sl,True,105.0,319.2,True,True,True,True,-11.2,-10.2,-11.8,-11.2
GBP_USD,SELL,sl,True,4785.0,235.7,True,True,True,True,-6.2,-2.1,6.9,-2.7
GBP_USD,SELL,sl,True,4670.0,236.3,True,True,True,True,-14.6,-13.6,-11.4,-11.5
GBP_USD,SELL,sl,True,375.0,249.4,True,True,True,True,-10.6,-14.7,-7.4,-17.8
GBP_USD,BUY,sl,True,4415.0,468.3,True,True,True,True,-1.5,-7.9,1.7,1.9
GBP_USD,BUY,sl,True,4065.0,469.7,True,True,True,True,-3.9,0.7,7.1,1.8
GBP_USD,BUY,sl,True,3945.0,472.1,True,True,True,True,-13.1,-16.7,-18.8,-14.9
GBP_USD,BUY,sl,True,3425.0,483.7,True,True,True,True,-15.0,-11.1,1.7,-1.9
GBP_USD,SELL,sl,True,61040.0,211.1,True,True,True,True,-29.7,-32.1,-48.1,-44.5
GBP_USD,SELL,sl,True,60945.0,239.3,True,True,True,True,-20.3,-20.3,-16.3,-26.3
GBP_USD,BUY,sl,True,945.0,466.5,True,True,True,True,-15.3,-9.1,0.7,-7.7
GBP_USD,BUY,sl,True,245.0,444.1,True,True,True,True,-5.2,-7.9,-6.8,-11.9
GBP_USD,SELL,sl,True,2020.0,272.1,True,True,True,True,-6.1,-8.7,-5.7,-8.7
GBP_USD,SELL,sl,True,1980.0,276.7,True,True,True,True,-4.1,-1.1,-0.0,-5.0
GBP_USD,SELL,sl,True,1910.0,279.3,True,True,True,True,-2.4,-1.8,-4.9,-4.3
GBP_USD,SELL,sl,True,1875.0,280.2,True,True,True,True,-6.2,-5.0,-3.6,-19.4
GBP_USD,SELL,sl,True,1820.0,284.9,True,True,True,True,-11.5,-10.9,-10.1,-17.7
GBP_USD,BUY,sl,True,235.0,428.7,True,True,True,True,-5.3,-6.1,-3.9,-0.3
GBP_USD,BUY,sl,True,95.0,421.8,True,True,True,True,-7.4,-5.9,-13.6,-13.0
GBP_USD,BUY,sl,True,70.0,424.7,True,True,True,True,-10.7,-10.7,-12.6,2.5
GBP_USD,BUY,sl,True,20.0,433.9,True,True,True,True,-4.1,2.2,29.9,48.4
GBP_USD,BUY,sl,True,3245.0,391.7,True,True,True,True,-5.7,-0.7,3.1,-13.5
GBP_USD,BUY,sl,True,3300.0,395.9,True,True,True,True,-9.7,-7.5,-15.6,-25.8
GBP_USD,BUY,sl,True,3105.0,404.1,True,True,True,True,-15.8,-22.1,-21.1,-2.6
GBP_USD,BUY,sl,True,35.0,418.4,True,True,True,True,-6.8,-7.0,-5.6,0.8
GBP_USD,SELL,sl,True,1200.0,304.7,True,True,True,True,-7.3,-10.6,-1.6,-6.5
GBP_USD,SELL,sl,True,1115.0,310.5,True,True,True,True,-10.0,-14.8,-18.6,-10.9
GBP_USD,BUY,sl,True,2745.0,403.0,True,True,True,True,-16.0,-17.4,-27.2,-30.1
GBP_USD,SELL,sl,True,830.0,283.9,True,True,True,True,-3.5,-5.3,-9.1,-12.5
GBP_USD,SELL,sl,True,800.0,285.9,True,True,True,True,-6.6,-9.5,-7.6,-11.7
GBP_USD,SELL,sl,True,705.0,293.9,True,True,True,True,-10.8,-9.6,-8.3,-9.5
GBP_USD,SELL,sl,True,500.0,302.0,True,True,True,True,-4.9,-1.4,1.7,1.7
GBP_USD,SELL,sl,True,340.0,301.9,True,True,True,True,-10.5,-13.6,-11.5,-4.4
GBP_USD,SELL,sl,True,100.0,310.9,True,True,True,True,-3.5,-2.5,-0.1,2.6
GBP_USD,BUY,sl,True,2215.0,415.8,True,True,True,True,-7.7,-7.6,-8.3,-16.0
GBP_USD,BUY,sl,True,2160.0,422.0,True,True,True,True,-9.8,-13.6,-11.8,-12.6
GBP_USD,BUY,sl,True,460.0,430.3,True,True,True,True,-5.9,4.7,0.7,-3.9
GBP_USD,SELL,sl,True,145.0,292.1,True,True,True,True,-13.5,-8.1,-8.1,-11.9
GBP_USD,SELL,sl,True,57225.0,272.9,True,True,True,True,-11.5,-10.5,-12.7,-14.3
GBP_USD,SELL,sl,True,1290.0,282.9,True,True,True,True,-19.5,-7.9,-2.3,-28.0
GBP_USD,BUY,sl,True,1510.0,425.9,True,True,True,True,-5.3,-18.7,0.1,11.5
GBP_USD,BUY,sl,True,1495.0,429.7,True,True,True,True,-12.7,3.9,10.8,0.1
GBP_USD,BUY,sl,True,1185.0,440.9,True,True,True,True,-11.1,-16.5,-3.4,-12.5
GBP_USD,SELL,sl,True,56690.0,276.3,True,True,True,True,-14.1,-14.1,-16.1,-14.3
GBP_USD,SELL,sl,True,260.0,290.9,True,True,True,True,-4.9,-5.4,0.5,0.9
GBP_USD,BUY,sl,True,325.0,432.5,True,True,True,True,-6.9,-5.7,-8.1,-10.3
GBP_USD,BUY,sl,True,260.0,437.9,True,True,True,True,-5.1,-4.9,-5.8,-6.3
GBP_USD,BUY,sl,True,40.0,442.8,True,True,True,True,-1.4,-2.0,3.6,8.2
GBP_USD,SELL,sl,True,90.0,284.1,True,True,True,True,-0.9,-2.5,-12.6,-4.4
GBP_USD,SELL,sl,True,65.0,285.1,True,True,True,True,-11.6,-8.5,-5.9,3.7
GBP_USD,BUY,sl,True,55.0,443.1,True,True,True,True,-13.6,-11.1,-5.3,14.6
GBP_USD,SELL,sl,True,56000.0,271.6,True,True,True,True,-9.8,-18.4,-29.7,-37.7
GBP_USD,SELL,sl,True,115.0,287.1,True,True,True,True,-11.0,-14.7,-17.7,-10.9
GBP_USD,SELL,sl,True,75.0,299.8,True,True,True,True,-0.2,0.7,-0.8,-10.8
GBP_USD,BUY,sl,True,240.0,428.3,True,True,True,True,-22.9,-24.5,-18.7,-11.9
GBP_USD,BUY,sl,True,985.0,375.1,True,True,True,True,-7.1,-4.5,-1.7,0.7
GBP_USD,BUY,sl,True,255.0,341.7,True,True,True,True,-5.6,1.1,2.3,-2.6
GBP_USD,BUY,sl,True,125.0,263.5,True,True,True,True,-3.1,-3.1,-3.1,10.0
GBP_USD,BUY,sl,True,930.0,200.1,True,True,True,True,-4.9,-8.3,-15.7,-20.7
GBP_USD,BUY,sl,True,900.0,203.5,True,True,True,True,-13.3,-19.1,-17.3,4.7
GBP_USD,BUY,sl,True,1210.0,157.6,True,True,True,True,-8.9,-12.0,-11.2,-9.8
GBP_USD,BUY,sl,True,1135.0,165.0,True,True,True,True,-11.8,-14.6,-16.8,-4.6
GBP_USD,BUY,sl,True,1025.0,175.3,True,True,True,True,-12.9,-18.4,-16.3,-10.3
GBP_USD,BUY,sl,True,535.0,172.0,True,True,True,True,-4.8,-5.5,-4.6,-12.6
GBP_USD,BUY,sl,True,470.0,175.3,True,True,True,True,-9.4,-11.8,-13.5,-20.9
GBP_USD,BUY,sl,True,340.0,183.2,True,True,True,True,-9.0,-9.6,-12.4,-14.0
GBP_USD,BUY,sl,True,225.0,180.8,True,True,True,True,-3.9,-4.2,-4.5,-14.8
GBP_USD,BUY,sl,True,170.0,183.2,True,True,True,True,-1.8,-1.0,0.2,-12.5
GBP_USD,BUY,sl,True,120.0,183.5,True,True,True,True,-13.1,-16.5,-15.2,-11.7
GBP_USD,BUY,sl,True,135.0,169.1,True,True,True,True,-13.4,-7.5,-5.1,3.9
GBP_USD,BUY,sl,True,295.0,97.8,True,True,True,True,-20.6,-12.4,-6.8,6.1
GBP_USD,BUY,sl,True,210.0,82.0,True,True,True,True,-24.8,-21.6,-0.8,-9.6
GBP_USD,BUY,sl,False,,5.8,True,False,False,False,-12.3,-13.3,-10.9,-7.7
GBP_USD,BUY,sl,False,,7.6,True,False,False,False,-21.2,-21.7,-15.3,-26.1
GBP_USD,BUY,sl,True,1770.0,27.3,True,True,True,True,-18.6,-10.8,-18.2,-19.8
GBP_USD,BUY,sl,True,300.0,44.4,True,True,True,True,-6.1,-4.3,-3.9,5.6
GBP_USD,SELL,sl,True,500.0,655.9,True,True,True,True,-10.7,-13.2,-12.2,-3.9
GBP_USD,SELL,sl,True,145.0,665.1,True,True,True,True,-4.7,-1.3,-1.1,-14.8
GBP_USD,SELL,sl,True,95.0,668.3,True,True,True,True,-16.7,-2.7,9.1,9.3
GBP_USD,BUY,sl,True,890.0,48.6,True,True,True,True,-16.4,-14.1,-19.7,-14.3
GBP_USD,SELL,sl,True,1720.0,641.4,True,True,True,True,-13.2,1.4,10.1,0.9
GBP_USD,SELL,sl,True,1650.0,629.5,True,True,True,True,-9.7,-14.3,-10.3,-15.9
GBP_USD,SELL,sl,True,135.0,637.7,True,True,True,True,-15.9,-9.0,7.9,10.5
GBP_USD,BUY,sl,True,615.0,52.8,True,True,True,True,-17.3,-23.0,-16.5,-15.9
GBP_USD,BUY,sl,True,465.0,68.6,True,True,True,True,-7.2,-1.7,-12.1,6.7
GBP_USD,BUY,sl,True,495.0,62.2,True,True,True,True,-28.7,-27.1,-18.5,1.0
GBP_USD,BUY,sl,False,,6.7,True,True,False,False,-10.4,-2.2,-2.4,-2.4
GBP_USD,BUY,sl,False,,9.6,True,True,True,False,-9.0,-7.6,-5.8,-4.8
GBP_USD,BUY,sl,False,,1.2,True,False,False,False,-9.9,-12.2,-13.8,-14.6
GBP_USD,SELL,sl,True,170.0,647.9,True,True,True,True,-11.3,-8.7,-25.3,-26.0
GBP_USD,SELL,sl,True,145.0,657.7,True,True,True,True,-15.5,-18.5,-16.4,-9.1
GBP_USD,SELL,sl,True,60.0,671.7,True,True,True,True,-13.3,-15.5,-20.5,25.3
GBP_USD,BUY,sl,False,,0.0,False,False,False,False,-33.7,-62.6,-71.3,-58.6
GBP_USD,BUY,sl,False,,18.2,True,True,False,False,-29.3,-39.1,-44.3,-24.5
GBP_USD,SELL,sl,True,1505.0,609.7,True,True,True,True,-23.8,-23.9,-31.5,-53.1
GBP_USD,SELL,sl,True,820.0,604.9,True,True,True,True,-11.1,-6.9,-14.3,-11.8
GBP_USD,SELL,sl,True,455.0,614.5,True,True,True,True,-22.6,-20.1,-10.9,-10.1
GBP_USD,BUY,sl,False,,9.0,True,True,False,False,-13.6,-8.8,-19.1,-28.4
GBP_USD,BUY,sl,False,,21.1,True,True,True,False,-18.2,-17.5,-28.8,-20.3
GBP_USD,BUY,sl,True,125.0,40.1,True,True,True,True,-13.7,-5.6,-1.7,0.3
GBP_USD,SELL,sl,True,405.0,592.3,True,True,True,True,-8.2,-15.5,-22.6,-32.7
GBP_USD,SELL,sl,True,365.0,599.0,True,True,True,True,-21.2,-22.8,-26.0,-42.0
GBP_USD,SELL,sl,True,190.0,618.7,True,True,True,True,-20.2,-22.3,-22.0,0.3
GBP_USD,BUY,sl,False,,0.0,False,False,False,False,-19.1,-18.4,-16.2,-28.2
GBP_USD,BUY,sl,False,,0.0,False,False,False,False,-18.8,-22.8,-10.6,-10.2
GBP_USD,SELL,sl,True,65.0,602.5,True,True,True,True,-2.3,20.5,8.3,23.1
GBP_USD,SELL,sl,True,3975.0,493.1,True,True,True,True,-28.3,-32.6,-21.9,-19.9
GBP_USD,SELL,sl,True,65.0,519.9,True,True,True,True,-7.9,2.3,1.3,26.0
GBP_USD,SELL,sl,True,3880.0,491.3,True,True,True,True,-22.0,-15.5,-26.9,-23.6
GBP_USD,SELL,sl,True,3460.0,505.3,True,True,True,True,-19.3,-21.8,-21.6,-21.9
GBP_USD,BUY,sl,True,225.0,48.8,True,True,True,True,-7.6,-10.2,-11.8,-9.4
GBP_USD,BUY,sl,True,1340.0,31.1,True,True,True,True,-8.1,-8.1,-11.3,-0.5
GBP_USD,BUY,sl,True,1155.0,35.1,True,True,True,True,-5.0,-3.9,-13.7,3.1
GBP_USD,BUY,sl,True,25.0,40.9,True,True,True,True,-7.9,9.3,9.4,-8.3
GBP_USD,BUY,sl,True,1335.0,28.2,True,True,True,True,-8.8,-13.6,-20.0,-19.2
GBP_USD,BUY,sl,True,1070.0,40.3,True,True,True,True,-9.5,-10.3,-8.7,-3.3
GBP_USD,BUY,sl,True,405.0,46.7,True,True,True,True,-1.4,-6.9,-8.6,-24.5
GBP_USD,SELL,sl,True,2290.0,512.3,True,True,True,True,-6.9,-8.9,-18.6,-33.5
GBP_USD,SELL,sl,True,2255.0,517.7,True,True,True,True,-13.2,-22.9,-28.4,-17.3
GBP_USD,SELL,sl,True,1640.0,532.0,True,True,True,True,-9.6,-13.8,-5.2,-3.8
GBP_USD,BUY,sl,True,810.0,35.7,True,True,True,True,-18.5,-19.9,-14.7,-10.9
GBP_USD,BUY,sl,True,395.0,22.1,True,True,True,True,-8.5,-4.9,-3.9,-7.3
GBP_USD,BUY,sl,True,170.0,29.1,True,True,True,True,-3.8,-3.1,-6.3,0.3
GBP_USD,BUY,sl,True,130.0,29.0,True,True,True,True,-5.9,0.2,1.0,6.3
GBP_USD,BUY,sl,True,50.0,19.4,True,True,True,True,-0.6,-5.8,0.2,11.4
GBP_USD,BUY,sl,True,45.0,18.5,True,True,True,True,-6.7,-3.5,0.9,12.8
GBP_USD,BUY,sl,False,,3.3,True,False,False,False,-4.8,-3.3,-5.2,-22.7
GBP_USD,BUY,sl,False,,2.4,True,False,False,False,-14.4,-17.4,-17.8,-27.0
GBP_USD,BUY,sl,False,,15.3,True,True,True,False,-7.4,-4.3,-8.5,-7.5
GBP_USD,SELL,sl,True,155.0,564.8,True,True,True,True,-15.2,-17.1,-15.0,-6.7
GBP_USD,SELL,sl,True,20.0,493.1,True,True,True,True,-1.5,6.1,7.9,7.9
GBP_USD,SELL,sl,True,110.0,472.7,True,True,True,True,-13.1,-6.9,-9.7,-17.3
GBP_USD,SELL,sl,True,75.0,477.5,True,True,True,True,-4.2,-7.9,-14.2,1.3
GBP_USD,SELL,sl,True,60.0,480.2,True,True,True,True,0.2,-11.5,-4.2,19.6
GBP_USD,SELL,sl,True,55.0,478.5,True,True,True,True,-13.2,-5.5,-2.5,25.5
GBP_USD,SELL,sl,True,340.0,416.9,True,True,True,True,-22.1,-21.0,-32.9,-26.0
GBP_USD,SELL,sl,True,100.0,437.5,True,True,True,True,-15.1,-9.7,-12.7,-20.3
GBP_USD,SELL,sl,True,40.0,451.1,True,True,True,True,-15.0,-5.5,-20.1,41.9
GBP_USD,BUY,sl,True,1605.0,143.5,True,True,True,True,-2.5,-0.7,2.3,11.9
GBP_USD,SELL,sl,True,650.0,424.7,True,True,True,True,-22.5,-10.1,-20.3,-1.7
GBP_USD,SELL,sl,True,19840.0,386.5,True,True,True,True,-26.1,-18.5,-20.1,-23.5
GBP_USD,SELL,sl,True,16755.0,372.2,True,True,True,True,-8.6,-12.2,-17.8,-17.8
GBP_USD,SELL,sl,True,16710.0,382.7,True,True,True,True,-4.7,-8.6,-7.3,-17.5
GBP_USD,SELL,sl,True,16665.0,385.9,True,True,True,True,-9.1,-16.3,-17.9,-21.3
GBP_USD,SELL,sl,True,16555.0,397.4,True,True,True,True,-6.6,-6.4,-9.8,-8.4
GBP_USD,BUY,sl,True,175.0,141.3,True,True,True,True,-5.3,2.3,-2.7,-4.2
GBP_USD,BUY,sl,True,65.0,145.1,True,True,True,True,0.5,2.9,3.6,11.7
GBP_USD,BUY,sl,True,4090.0,105.4,True,True,True,True,-6.9,-5.0,4.4,5.0
GBP_USD,BUY,sl,True,400.0,110.8,True,True,True,True,-10.4,-0.1,5.0,10.6
GBP_USD,SELL,sl,True,11985.0,449.5,True,True,True,True,-11.8,-18.7,-22.3,-22.6
GBP_USD,SELL,sl,True,11955.0,459.8,True,True,True,True,-6.6,-12.0,-10.0,-7.0
GBP_USD,SELL,sl,True,510.0,464.9,True,True,True,True,-13.1,-4.9,-7.2,-3.9
GBP_USD,SELL,sl,True,11825.0,450.3,True,True,True,True,-16.2,-17.7,-13.9,-16.1
GBP_USD,SELL,sl,True,11605.0,465.0,True,True,True,True,-10.4,-9.6,-12.9,-10.9
GBP_USD,BUY,sl,True,345.0,83.1,True,True,True,True,-11.5,-23.2,-13.2,-18.7
GBP_USD,BUY,sl,True,315.0,97.9,True,True,True,True,-4.3,1.6,3.9,-21.9
GBP_USD,BUY,sl,True,265.0,100.7,True,True,True,True,-13.5,-21.9,-9.3,-9.9
GBP_USD,BUY,sl,True,225.0,112.7,True,True,True,True,-2.5,2.7,4.7,-7.5
GBP_USD,SELL,sl,True,11480.0,455.5,True,True,True,True,-5.7,3.5,0.7,-10.5
GBP_USD,SELL,sl,True,11285.0,461.2,True,True,True,True,-11.4,-13.6,-32.6,-40.8
GBP_USD,BUY,sl,True,90.0,73.5,True,True,True,True,-9.7,10.2,1.6,16.3
GBP_USD,BUY,sl,True,945.0,47.4,True,True,True,True,-16.2,-15.8,-12.2,-11.4
GBP_USD,SELL,sl,True,1055.0,507.1,True,True,True,True,-6.4,-6.3,-6.6,4.1
GBP_USD,SELL,sl,True,785.0,491.3,True,True,True,True,-4.5,-8.3,-8.0,-15.1
GBP_USD,SELL,sl,True,750.0,498.1,True,True,True,True,-6.5,-7.7,-5.9,-9.8
GBP_USD,SELL,sl,True,675.0,504.7,True,True,True,True,-9.3,-13.7,-12.1,-11.7
