stopped_n,pct_later_reached_tp,pct_later_plus_0_5r,pct_later_plus_1r,pct_later_plus_2r,median_sl_over_atr,median_mae_over_atr,median_mfe_over_atr
13699,0.955617198335645,0.9779545952259289,0.9705087962625009,0.955617198335645,2.0,2.1706864564005612,1.2653778558875775
