client_order_id,symbol,side,units,status,created_at,filled_at,fill_price,broker_order_id,filled_units,metadata
cid-81154f40503640af90ebbcc85825b3e0,USD_CHF,BUY,2,FILLED,2026-09-21 01:01:00.541499+00,2026-09-21 01:01:00.656277+00,0.82248,1739,2,"{""mid"": 0.82251, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 0.82251, ""slippage_signed"": -0.00002999999999997449}"
cid-7a695453e524454d91a5a42d03b745de,EUR_USD,SELL,2,FILLED,2026-09-21 01:12:09.257044+00,2026-09-21 01:12:09.384365+00,1.14832,1745,2,"{""mid"": 1.14834, ""strategy"": ""swing_trend"", ""expected_mid"": 1.14834, ""slippage_signed"": 0.00001999999999990898}"
cid-2ccd8c346dca40ecbbcec65f48c1af62,USD_CHF,BUY,2,FILLED,2026-09-21 01:30:24.625105+00,2026-09-21 01:30:24.760232+00,0.82241,1753,2,"{""mid"": 0.82232, ""strategy"": ""swing_trend"", ""expected_mid"": 0.82232, ""slippage_signed"": 0.00008999999999992347}"
cid-2278b070c5e343a59e3c3269a5bcac36,GBP_USD,SELL,1,FILLED,2026-09-21 02:27:09.539612+00,2026-09-21 02:27:09.657513+00,1.33859,1763,1,"{""mid"": 1.33862, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 1.33862, ""slippage_signed"": 0.00002999999999997449}"
cid-330a3589214f49398b4e5de9539a2ee1,AUD_USD,SELL,3,FILLED,2026-09-21 03:04:40.608268+00,2026-09-21 03:04:40.732381+00,0.71212,1769,3,"{""mid"": 0.7122, ""strategy"": ""swing_trend"", ""expected_mid"": 0.7122, ""slippage_signed"": 0.00008000000000008001}"
cid-fcbd3fc7064344729bac3416bb14c7e8,USD_CHF,BUY,2,FILLED,2026-09-21 03:17:51.945057+00,2026-09-21 03:17:52.06536+00,0.823,1779,2,"{""mid"": 0.82306, ""strategy"": ""swing_trend"", ""expected_mid"": 0.82306, ""slippage_signed"": -0.000060000000000060005}"
cid-3acc7c73700d49d7af60485bd8381482,USD_JPY,BUY,2,FILLED,2026-09-21 03:28:00.041459+00,2026-09-21 03:28:00.163521+00,156.94,1785,2,"{""mid"": 156.928, ""strategy"": ""swing_breakout"", ""expected_mid"": 156.928, ""slippage_signed"": 0.012000000000000455}"
cid-e82cea7ae9ba467d9ae1c787a0ea7c44,AUD_USD,BUY,3,FILLED,2026-09-21 04:06:31.866903+00,2026-09-21 04:06:31.983021+00,0.71278,1789,3,"{""mid"": 0.71275, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 0.71275, ""slippage_signed"": 0.00002999999999997449}"
cid-3b50da2101804daf9bca845e591fda23,USD_JPY,BUY,2,FILLED,2026-09-21 04:26:48.135504+00,2026-09-21 04:26:48.260875+00,157.032,1797,2,"{""mid"": 157.012, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 157.012, ""slippage_signed"": 0.020000000000010232}"
cid-f84c1feb89de4a1b8485f026f308fdcd,USD_CAD,BUY,2,FILLED,2026-09-21 04:30:51.770716+00,2026-09-21 04:30:51.889349+00,1.40059,1803,2,"{""mid"": 1.40046, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 1.40046, ""slippage_signed"": 0.00012999999999996348}"
cid-52ac3f79888f49598c9655d768696222,AUD_USD,BUY,3,FILLED,2026-09-21 05:25:36.412898+00,2026-09-21 05:25:36.524604+00,0.71246,1809,3,"{""mid"": 0.7124, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 0.7124, ""slippage_signed"": 0.00005999999999994898}"
cid-adc37ebb743a4b6591c2aa0f583fed66,USD_CHF,BUY,2,FILLED,2026-09-21 05:45:53.275442+00,2026-09-21 05:45:53.384446+00,0.82342,1821,2,"{""mid"": 0.82328, ""strategy"": ""swing_breakout"", ""expected_mid"": 0.82328, ""slippage_signed"": 0.000140000000000029}"
cid-403298526f2a4f5c8c9c80da3f63f400,AUD_USD,BUY,3,FILLED,2026-09-21 06:07:10.340909+00,2026-09-21 06:07:10.456307+00,0.71227,1825,3,"{""mid"": 0.71219, ""strategy"": ""swing_breakout"", ""expected_mid"": 0.71219, ""slippage_signed"": 0.00007999999999996898}"
cid-7e9097c3db2a41d292ff6de4a3335253,AUD_USD,SELL,3,FILLED,2026-09-21 06:24:24.601947+00,2026-09-21 06:24:24.716533+00,0.71226,1835,3,"{""mid"": 0.71234, ""strategy"": ""swing_breakout"", ""expected_mid"": 0.71234, ""slippage_signed"": 0.00007999999999996898}"
cid-de695f41d79542feabf8efdcb42c6d63,AUD_USD,SELL,3,FILLED,2026-09-21 06:29:28.935438+00,2026-09-21 06:29:29.052051+00,0.71251,1841,3,"{""mid"": 0.71242, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 0.71242, ""slippage_signed"": -0.00008999999999992347}"
cid-33f264ec226d4191bd3359de5f0e2e94,EUR_USD,SELL,2,FILLED,2026-09-21 06:31:30.451664+00,2026-09-21 06:31:30.564273+00,1.14739,1849,2,"{""mid"": 1.14752, ""strategy"": ""swing_trend"", ""expected_mid"": 1.14752, ""slippage_signed"": 0.00013000000000018552}"
cid-d6654c6c489042299411f87f6977809a,AUD_USD,SELL,3,FILLED,2026-09-21 06:46:43.125298+00,2026-09-21 06:46:43.237461+00,0.71263,1855,3,"{""mid"": 0.71262, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 0.71262, ""slippage_signed"": -0.00000999999999995449}"
cid-75a5b054fb1940af831f740894cb6e7b,USD_CHF,BUY,2,FILLED,2026-09-21 06:47:44.423238+00,2026-09-21 06:47:44.537246+00,0.82334,1863,2,"{""mid"": 0.82318, ""strategy"": ""swing_breakout"", ""expected_mid"": 0.82318, ""slippage_signed"": 0.00015999999999993797}"
cid-7f852213b1ee4b018ee58f75ee61b680,USD_CHF,BUY,2,FILLED,2026-09-21 07:14:06.063584+00,2026-09-21 07:14:06.175916+00,0.82391,1869,2,"{""mid"": 0.82373, ""strategy"": ""swing_trend"", ""expected_mid"": 0.82373, ""slippage_signed"": 0.000180000000000069}"
cid-f48111afdb7b40af98e19c20a0bcbf7a,USD_JPY,BUY,2,FILLED,2026-09-21 07:20:10.852751+00,2026-09-21 07:20:10.970801+00,157.265,1875,2,"{""mid"": 157.254, ""strategy"": ""swing_trend"", ""expected_mid"": 157.254, ""slippage_signed"": 0.01099999999999568}"
cid-7d79cea705ed41e8a2f9b6ababc1047f,GBP_USD,SELL,1,FILLED,2026-09-21 07:26:16.152664+00,2026-09-21 07:26:16.2659+00,1.33764,1883,1,"{""mid"": 1.33768, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 1.33768, ""slippage_signed"": 0.000040000000000040004}"
cid-7af04f1cbec44b0385e69934784f5287,EUR_USD,SELL,2,FILLED,2026-09-21 07:28:17.921109+00,2026-09-21 07:28:18.035094+00,1.14755,1891,2,"{""mid"": 1.14744, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 1.14744, ""slippage_signed"": -0.0001100000000000545}"
cid-3d3219a883fe4462976dd5e58ec47658,AUD_USD,BUY,3,FILLED,2026-09-21 07:32:21.875908+00,2026-09-21 07:32:21.995905+00,0.71278,1897,3,"{""mid"": 0.71276, ""strategy"": ""swing_trend"", ""expected_mid"": 0.71276, ""slippage_signed"": 0.000020000000000020002}"
cid-b879ba130b1a44e588fb9f52146d4e05,GBP_USD,SELL,1,FILLED,2026-09-21 07:33:22.590933+00,2026-09-21 07:33:22.705735+00,1.3379,1901,1,"{""mid"": 1.33786, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 1.33786, ""slippage_signed"": -0.000040000000000040004}"
cid-33e36a8177a74562a256532b016cbb93,USD_CHF,BUY,2,FILLED,2026-09-21 07:34:24.149438+00,2026-09-21 07:34:24.267443+00,0.82323,1909,2,"{""mid"": 0.82328, ""strategy"": ""swing_breakout"", ""expected_mid"": 0.82328, ""slippage_signed"": -0.00004999999999999449}"
cid-2b96122d21ab4d6fad4eb1486b286a43,USD_JPY,BUY,2,FILLED,2026-09-21 07:36:25.637472+00,2026-09-21 07:36:25.751429+00,157.226,1917,2,"{""mid"": 157.2, ""strategy"": ""trend"", ""expected_mid"": 157.2, ""slippage_signed"": 0.02600000000001046}"
cid-fa9a17f5a7a948b5a8a3273054d3e159,GBP_USD,SELL,1,FILLED,2026-09-21 07:50:37.280745+00,2026-09-21 07:50:37.405548+00,1.33802,1925,1,"{""mid"": 1.33808, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 1.33808, ""slippage_signed"": 0.00005999999999994898}"
cid-238f91c2ff654c53b85f0b7ff710905a,USD_CHF,BUY,2,FILLED,2026-09-21 07:51:39.085087+00,2026-09-21 07:51:39.224423+00,0.82277,1933,2,"{""mid"": 0.82274, ""strategy"": ""swing_breakout"", ""expected_mid"": 0.82274, ""slippage_signed"": 0.00002999999999997449}"
cid-009510627bdb4a30933e157f1f5ffe23,EUR_USD,SELL,2,FILLED,2026-09-21 07:54:41.148114+00,2026-09-21 07:54:41.266725+00,1.14777,1941,2,"{""mid"": 1.1478, ""strategy"": ""swing_breakout"", ""expected_mid"": 1.1478, ""slippage_signed"": 0.00002999999999997449}"
cid-c18a217e2f404cdb96063f1b1dd0b2ff,AUD_USD,BUY,3,FILLED,2026-09-21 07:56:43.466852+00,2026-09-21 07:56:43.587083+00,0.71291,1949,3,"{""mid"": 0.71284, ""strategy"": ""swing_trend"", ""expected_mid"": 0.71284, ""slippage_signed"": 0.0000700000000000145}"
cid-a19b2e933082431f8136f0c294aaa56b,USD_CAD,BUY,2,FILLED,2026-09-21 08:00:47.264032+00,2026-09-21 08:00:47.384081+00,1.40155,1953,2,"{""mid"": 1.40149, ""strategy"": ""swing_breakout"", ""expected_mid"": 1.40149, ""slippage_signed"": 0.00006000000000017103}"
cid-dacd1aea7deb4f20b6495d5d1d4da963,USD_CHF,BUY,2,FILLED,2026-09-21 08:01:48.465362+00,2026-09-21 08:01:48.582387+00,0.82325,1961,2,"{""mid"": 0.82308, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 0.82308, ""slippage_signed"": 0.00017000000000000348}"
cid-8b0a6191fa4d4fb0a5e5c700122bc356,GBP_USD,SELL,1,FILLED,2026-09-21 08:07:53.395299+00,2026-09-21 08:07:53.513027+00,1.33803,1969,1,"{""mid"": 1.33814, ""strategy"": ""swing_trend"", ""expected_mid"": 1.33814, ""slippage_signed"": 0.0001100000000000545}"
cid-cc6219b59dda431a885b890203812d2e,USD_CAD,BUY,2,FILLED,2026-09-21 08:10:56.54388+00,2026-09-21 08:10:56.663542+00,1.40129,1977,2,"{""mid"": 1.40126, ""strategy"": ""swing_trend"", ""expected_mid"": 1.40126, ""slippage_signed"": 0.00002999999999997449}"
cid-09be5f307df04e088ac41b442dc65a9d,USD_CHF,BUY,2,FILLED,2026-09-21 08:16:01.1979+00,2026-09-21 08:16:01.321023+00,0.82312,1985,2,"{""mid"": 0.82292, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 0.82292, ""slippage_signed"": 0.00019999999999997797}"
cid-13bb326e9c604c028ddc02cb67fcf29c,GBP_USD,SELL,1,FILLED,2026-09-21 08:18:02.58895+00,2026-09-21 08:18:02.703426+00,1.33844,1993,1,"{""mid"": 1.33848, ""strategy"": ""swing_trend"", ""expected_mid"": 1.33848, ""slippage_signed"": 0.00003999999999981796}"
cid-16356591641945de9a89a8d54da3752a,USD_CHF,BUY,2,FILLED,2026-09-21 08:20:04.957269+00,2026-09-21 08:20:05.075456+00,0.82305,2001,2,"{""mid"": 0.82292, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 0.82292, ""slippage_signed"": 0.00012999999999996348}"
cid-24513a34a3564c0697248ea94496e530,EUR_USD,SELL,2,FILLED,2026-09-21 08:31:13.846019+00,2026-09-21 08:31:13.964668+00,1.1481,2009,2,"{""mid"": 1.14798, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 1.14798, ""slippage_signed"": -0.00011999999999989797}"
cid-b44a137416eb43cd87e3cac0c23a002a,USD_CHF,BUY,2,FILLED,2026-09-21 08:32:15.501832+00,2026-09-21 08:32:15.624024+00,0.82273,2017,2,"{""mid"": 0.82281, ""strategy"": ""swing_breakout"", ""expected_mid"": 0.82281, ""slippage_signed"": -0.00008000000000008001}"
cid-828577adab81486387e949a34002070f,EUR_USD,SELL,2,FILLED,2026-09-21 08:35:17.580583+00,2026-09-21 08:35:17.701163+00,1.14836,2025,2,"{""mid"": 1.14845, ""strategy"": ""swing_breakout"", ""expected_mid"": 1.14845, ""slippage_signed"": 0.00008999999999992347}"
cid-239ccd4da8df4b01b35016d8e6788509,GBP_USD,SELL,1,FILLED,2026-09-21 08:36:18.789019+00,2026-09-21 08:36:18.904091+00,1.3386,2033,1,"{""mid"": 1.33883, ""strategy"": ""swing_trend"", ""expected_mid"": 1.33883, ""slippage_signed"": 0.00022999999999995246}"
cid-ae33935d756647d18a5f70dccb2d2907,USD_CHF,BUY,2,FILLED,2026-09-21 08:37:20.372326+00,2026-09-21 08:37:20.490809+00,0.8228,2041,2,"{""mid"": 0.82255, ""strategy"": ""swing_trend"", ""expected_mid"": 0.82255, ""slippage_signed"": 0.00024999999999997247}"
cid-22ccedaae0df4a568ec323766cd455b6,GBP_USD,BUY,1,FILLED,2026-09-21 09:00:38.979588+00,2026-09-21 09:00:39.10038+00,1.33848,2045,1,"{""mid"": 1.3383, ""strategy"": ""swing_trend"", ""expected_mid"": 1.3383, ""slippage_signed"": 0.00017999999999984695}"
cid-92c5bae4a8444df0b2adefab9fc1d4c9,USD_CAD,BUY,2,FILLED,2026-09-21 09:04:42.786122+00,2026-09-21 09:04:42.903598+00,1.40158,2051,2,"{""mid"": 1.40144, ""strategy"": ""swing_trend"", ""expected_mid"": 1.40144, ""slippage_signed"": 0.000140000000000029}"
cid-8a8cc76bc92e462e8ff667335a225465,AUD_USD,BUY,3,FILLED,2026-09-21 09:14:51.770105+00,2026-09-21 09:14:51.888855+00,0.71323,2059,3,"{""mid"": 0.7131, ""strategy"": ""swing_trend"", ""expected_mid"": 0.7131, ""slippage_signed"": 0.0001300000000000745}"
cid-aa72d8f5cfc14eeeb30c10d23790034c,USD_JPY,BUY,2,FILLED,2026-09-21 09:21:57.891757+00,2026-09-21 09:21:58.010579+00,157.235,2075,2,"{""mid"": 157.229, ""strategy"": ""swing_trend"", ""expected_mid"": 157.229, ""slippage_signed"": 0.006000000000000227}"
cid-ec90035ee9794e659043c8fdcf8c7385,USD_CHF,BUY,2,FILLED,2026-09-21 09:21:58.387054+00,2026-09-21 09:21:58.506966+00,0.82311,2079,2,"{""mid"": 0.82312, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 0.82312, ""slippage_signed"": -0.00000999999999995449}"
cid-1302b29814f44f43bdd2ef06580790c4,GBP_USD,BUY,1,FILLED,2026-09-21 09:34:07.959005+00,2026-09-21 09:34:08.075912+00,1.33831,2085,1,"{""mid"": 1.33834, ""strategy"": ""swing_breakout"", ""expected_mid"": 1.33834, ""slippage_signed"": -0.00002999999999997449}"
cid-806c93dd493f4b148a4f3475ed8d38d7,AUD_USD,BUY,3,FILLED,2026-09-21 09:35:09.134826+00,2026-09-21 09:35:09.253756+00,0.71281,2089,3,"{""mid"": 0.71273, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 0.71273, ""slippage_signed"": 0.00008000000000008001}"
cid-fa5089f723f443ef891a9b153d0118af,GBP_USD,BUY,1,FILLED,2026-09-21 09:38:11.464946+00,2026-09-21 09:38:11.582176+00,1.33852,2101,1,"{""mid"": 1.33819, ""strategy"": ""swing_breakout"", ""expected_mid"": 1.33819, ""slippage_signed"": 0.00032999999999994145}"
cid-24fe24bdc63e4f0c8dbeaf7ab5846a08,USD_JPY,BUY,2,FILLED,2026-09-21 09:39:12.582901+00,2026-09-21 09:39:12.704516+00,157.303,2105,2,"{""mid"": 157.282, ""strategy"": ""swing_breakout"", ""expected_mid"": 157.282, ""slippage_signed"": 0.020999999999986585}"
cid-165e826a8d14449bbef404da3d6f75e3,GBP_USD,BUY,1,FILLED,2026-09-21 09:40:20.821301+00,2026-09-21 09:40:20.938557+00,1.33863,2125,1,"{""mid"": 1.33858, ""strategy"": ""swing_breakout"", ""expected_mid"": 1.33858, ""slippage_signed"": 0.00004999999999988347}"
cid-46abe3c6e1ce4b3490b1d38d63c79f05,AUD_USD,BUY,3,FILLED,2026-09-21 09:41:22.151058+00,2026-09-21 09:41:22.27143+00,0.71285,2129,3,"{""mid"": 0.71285, ""strategy"": ""swing_breakout"", ""expected_mid"": 0.71285, ""slippage_signed"": 0.0}"
cid-2738f5f307bd476f9002a066e3cd7e67,USD_CHF,BUY,2,FILLED,2026-09-21 09:45:27.02051+00,2026-09-21 09:45:27.133031+00,0.82328,2133,2,"{""mid"": 0.82324, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 0.82324, ""slippage_signed"": 0.000040000000000040004}"
cid-a58bcbe3b9cd4c2792d4bcfc85c51922,USD_JPY,BUY,2,FILLED,2026-09-21 09:46:27.999727+00,2026-09-21 09:46:28.120895+00,157.281,2137,2,"{""mid"": 157.294, ""strategy"": ""scalp"", ""expected_mid"": 157.294, ""slippage_signed"": -0.01300000000000523}"
cid-6a60165219304fc389c2b7a0afb27a22,GBP_USD,BUY,1,FILLED,2026-09-21 09:52:34.107342+00,2026-09-21 09:52:34.2239+00,1.33821,2143,1,"{""mid"": 1.33798, ""strategy"": ""swing_mean_reversion"", ""expected_mid"": 1.33798, ""slippage_signed"": 0.00022999999999995246}"
cid-841ea92174274b26b2bb0a22f60defcc,USD_CHF,BUY,2,FILLED,2026-09-21 09:56:38.444233+00,2026-09-21 09:56:38.562898+00,0.82291,2149,2,"{""mid"": 0.82286, ""strategy"": ""swing_trend"", ""expected_mid"": 0.82286, ""slippage_signed"": 0.00004999999999999449}"
cid-77d63fb6d5ba4546a2bae8d43d77dcf2,USD_JPY,BUY,2,FILLED,2026-09-21 10:08:49.929701+00,2026-09-21 10:08:50.052913+00,157.274,2155,2,"{""mid"": 157.234, ""strategy"": ""swing_breakout"", ""expected_mid"": 157.234, ""slippage_signed"": 0.03999999999999204}"
cid-d82658f4eedb454aa84cf14c0006de43,USD_CAD,BUY,2,FILLED,2026-09-21 10:36:16.204111+00,2026-09-21 10:36:16.327458+00,1.40233,2161,2,"{""mid"": 1.40221, ""strategy"": ""swing_breakout"", ""expected_mid"": 1.40221, ""slippage_signed"": 0.00012000000000012001}"
